STEP,EVENTDATE,PROPERTYLOCATION,RESVNAMESOURCEID,USERID,STEP_OUTCOME
CHECKIN_IDENTIFICATION,2025-01-01,WLV,27686249.00000,16932550,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,27885537.00000,6527694,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28037175.00000,3279149,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28045922.00000,6089194,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28062151.00000,15829011,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28077286.00000,19295965,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28138264.00000,1254264,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28456803.00000,5503474,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28557093.00000,5550787,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28566244.00000,19332012,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28572042.00000,19859570,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28594634.00000,12441759,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28600380.00000,19876246,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28605863.00000,19888773,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28611746.00000,8305337,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28616528.00000,10993045,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28620102.00000,17859582,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28632695.00000,7864223,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28655511.00000,15738887,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28661656.00000,20088936,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28661662.00000,20088936,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28666218.00000,6119084,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28666381.00000,16880898,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28675229.00000,17305471,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28689174.00000,13964591,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28694603.00000,14880755,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28695056.00000,13394002,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28699390.00000,2107174,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28700694.00000,19261281,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28701705.00000,9683591,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28701756.00000,14828456,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28703966.00000,9779471,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28704131.00000,13658166,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28710564.00000,17129460,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28725718.00000,13414499,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28728243.00000,11215810,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28731832.00000,20018100,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28734352.00000,19925945,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28735083.00000,8109263,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28736571.00000,14938896,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28739231.00000,5846110,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28739620.00000,6662794,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28741304.00000,16657832,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28741356.00000,15348485,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28742983.00000,9683591,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28752044.00000,15453199,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28752197.00000,5546801,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28756075.00000,17728439,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28758618.00000,20042237,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28760042.00000,19232428,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28764029.00000,12250739,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28764717.00000,3726704,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28770531.00000,8686598,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28775313.00000,16096589,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28779738.00000,2891717,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28780398.00000,14729362,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28782235.00000,16661195,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28789282.00000,10104939,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28790616.00000,20056531,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28791390.00000,14733566,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28796107.00000,19883482,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28796443.00000,11036099,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28798481.00000,7446052,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28799451.00000,13953750,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28800440.00000,18511260,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28801926.00000,19067172,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28803288.00000,13183091,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28803550.00000,15279550,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28804246.00000,16620109,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28805559.00000,20035889,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28806516.00000,3482471,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28806789.00000,20089412,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28807065.00000,15318431,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-01,WLV,28807800.00000,11215783,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,27881572.00000,16926820,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,27999013.00000,202341,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28340981.00000,19076542,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28539961.00000,16693503,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28553031.00000,10149239,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28555055.00000,16690431,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28571113.00000,16414651,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28586061.00000,18922683,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28610760.00000,19894603,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28633741.00000,18920768,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28646086.00000,18883241,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28702341.00000,17183961,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28705901.00000,18162967,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28714438.00000,14790001,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28719027.00000,9182978,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28719488.00000,17345021,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28721436.00000,10228950,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28724240.00000,616853,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28728921.00000,20015517,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28728922.00000,20015517,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28730854.00000,13013208,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28755007.00000,7329147,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28766546.00000,19058909,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28766547.00000,19058909,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28779711.00000,13760803,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28790617.00000,20056531,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28790682.00000,13070535,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28796220.00000,11591393,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28796237.00000,3569346,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28796715.00000,18269402,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28797633.00000,8356056,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28802250.00000,15293147,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28802482.00000,17177574,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28803706.00000,19020070,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28804989.00000,1463615,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28806193.00000,15526758,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28806357.00000,15007280,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28806641.00000,7329147,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28806879.00000,19856257,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28806886.00000,18534175,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28807790.00000,18235043,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28807817.00000,3835646,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28808599.00000,20029720,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28809156.00000,10553359,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-02,WLV,28809522.00000,6547024,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28533480.00000,17068963,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28569456.00000,6976416,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28571955.00000,6700473,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28573425.00000,18132640,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28573434.00000,18132640,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28616468.00000,5336132,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28619170.00000,19429525,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28675020.00000,20094812,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28697971.00000,12163795,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28702314.00000,17508993,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28715210.00000,2739257,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28743591.00000,2186274,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28752792.00000,20034872,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28775704.00000,19065458,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28777598.00000,20052306,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28791215.00000,16115667,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28796761.00000,16205439,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28800945.00000,16090590,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28805135.00000,10663164,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28807315.00000,19129608,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28808857.00000,13291934,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28809824.00000,15376241,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28811076.00000,20029720,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28812210.00000,20094820,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28812239.00000,15348485,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28813039.00000,20095210,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-03,WLV,28813464.00000,10355390,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28130428.00000,18023408,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28607926.00000,17821751,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28665383.00000,19950008,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28671484.00000,20094073,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28736072.00000,3773716,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28754389.00000,20089029,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28754405.00000,20098848,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28756134.00000,20040479,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28782137.00000,19452364,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28801659.00000,20083769,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28803059.00000,17773694,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28807923.00000,15929235,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28810448.00000,157144,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28813259.00000,10085367,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-04,WLV,28814433.00000,17392881,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28037681.00000,3152093,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28360897.00000,5920586,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28559186.00000,16453741,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28603376.00000,19885928,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28630086.00000,20089037,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28639646.00000,13711397,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28639653.00000,7369129,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28663454.00000,3444107,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28702308.00000,8573349,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28709038.00000,1075436,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28709853.00000,16410094,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28719815.00000,14172488,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28758156.00000,14018173,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28758958.00000,19977433,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28771637.00000,19716267,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28775788.00000,20097464,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28813189.00000,13730573,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28814371.00000,13877399,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28816798.00000,16369999,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-05,WLV,28816948.00000,19076494,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,27946027.00000,6015644,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28031006.00000,12026492,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28409607.00000,20057768,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28660458.00000,7487250,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28710209.00000,19995762,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28710840.00000,13245999,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28727376.00000,14210043,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28738869.00000,20103181,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28738938.00000,5395208,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28745747.00000,19086076,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28748601.00000,14181565,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28770675.00000,10238342,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28772053.00000,20053790,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28773040.00000,17466135,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28789263.00000,3785294,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28804717.00000,20103423,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-06,WLV,28810231.00000,10830529,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-07,WLV,27483392.00000,7416748,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-07,WLV,28070779.00000,9669943,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-07,WLV,28763158.00000,17808845,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-07,WLV,28797775.00000,16667016,WMA_ID_NAME_MATCHING_FAILED
CHECKIN_IDENTIFICATION,2025-01-07,WLV,28800335.00000,14316811,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-08,WLV,27768955.00000,17170740,WMA_IDME_PHONE_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-08,WLV,28268651.00000,5731462,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-08,WLV,28805667.00000,6036336,WMA_IDME_DOC_VERIFICATION_INITIATED
CHECKIN_IDENTIFICATION,2025-01-08,WLV,28817052.00000,5535973,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
CHECKIN_IDENTIFICATION,2025-01-08,WLV,28826142.00000,678362,WMA_CHECKIN_ID_VERIFICATION_COMPLETE
